RecordId,Timestamp,SensorName,Level,SensorType,Status,Description
3907,2026-04-20 03:02:16,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3906,2026-04-20 03:02:16,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3905,2026-04-20 03:02:16,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3904,2026-04-20 03:02:16,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3903,2026-04-20 03:02:16,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3902,2026-04-20 03:02:13,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3901,2026-04-20 03:02:13,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3900,2026-04-20 03:02:11,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3899,2026-04-20 02:59:43,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3898,2026-04-20 02:59:43,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3897,2026-04-20 02:59:42,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3896,2026-04-20 02:59:42,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3895,2026-04-20 02:59:42,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3894,2026-04-20 02:59:42,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3893,2026-04-20 02:59:41,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3892,2026-04-20 02:59:41,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3891,2026-04-20 02:59:14,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3890,2026-04-20 02:59:14,DIMM061,Informational,Memory,Asserted,Presence detected
3889,2026-04-20 02:59:14,DIMM070,Informational,Memory,Asserted,Presence detected
3888,2026-04-20 02:59:14,DIMM171,Informational,Memory,Asserted,Presence detected
3887,2026-04-20 02:59:13,DIMM071,Informational,Memory,Asserted,Presence detected
3886,2026-04-20 02:59:13,DIMM040,Informational,Memory,Asserted,Presence detected
3885,2026-04-20 02:59:13,DIMM041,Informational,Memory,Asserted,Presence detected
3884,2026-04-20 02:59:13,DIMM050,Informational,Memory,Asserted,Presence detected
3883,2026-04-20 02:59:13,DIMM011,Informational,Memory,Asserted,Presence detected
3882,2026-04-20 02:59:13,DIMM060,Informational,Memory,Asserted,Presence detected
3881,2026-04-20 02:59:12,DIMM131,Informational,Memory,Asserted,Presence detected
3880,2026-04-20 02:59:12,DIMM130,Informational,Memory,Asserted,Presence detected
3879,2026-04-20 02:59:12,DIMM121,Informational,Memory,Asserted,Presence detected
3878,2026-04-20 02:59:11,DIMM120,Informational,Memory,Asserted,Presence detected
3877,2026-04-20 02:59:11,DIMM151,Informational,Memory,Asserted,Presence detected
3876,2026-04-20 02:59:11,DIMM160,Informational,Memory,Asserted,Presence detected
3875,2026-04-20 02:59:10,DIMM170,Informational,Memory,Asserted,Presence detected
3874,2026-04-20 02:59:10,DIMM141,Informational,Memory,Asserted,Presence detected
3873,2026-04-20 02:59:08,DIMM161,Informational,Memory,Asserted,Presence detected
3872,2026-04-20 02:59:08,DIMM111,Informational,Memory,Asserted,Presence detected
3871,2026-04-20 02:59:07,DIMM140,Informational,Memory,Asserted,Presence detected
3870,2026-04-20 02:59:06,DIMM000,Informational,Memory,Asserted,Presence detected
3869,2026-04-20 02:59:06,DIMM150,Informational,Memory,Asserted,Presence detected
3868,2026-04-20 02:59:06,DIMM030,Informational,Memory,Asserted,Presence detected
3867,2026-04-20 02:59:06,DIMM021,Informational,Memory,Asserted,Presence detected
3866,2026-04-20 02:59:05,DIMM010,Informational,Memory,Asserted,Presence detected
3865,2026-04-20 02:59:05,DIMM031,Informational,Memory,Asserted,Presence detected
3864,2026-04-20 02:59:05,DIMM100,Informational,Memory,Asserted,Presence detected
3863,2026-04-20 02:59:04,DIMM110,Informational,Memory,Asserted,Presence detected
3862,2026-04-20 02:59:04,DIMM001,Informational,Memory,Asserted,Presence detected
3861,2026-04-20 02:59:03,DIMM101,Informational,Memory,Asserted,Presence detected
3860,2026-04-20 02:59:02,DIMM020,Informational,Memory,Asserted,Presence detected
3859,2026-04-20 02:58:58,DIMM051,Informational,Memory,Asserted,Presence detected
3858,2026-04-20 02:57:39,DISK0,Informational,Drive Slot / Bay,Asserted,Drive Present
3857,2026-04-20 02:57:39,DISK1,Informational,Drive Slot / Bay,Asserted,Drive Present
3856,2026-04-20 02:57:36,DISK3,Informational,Drive Slot / Bay,Asserted,Drive Present
3855,2026-04-20 02:57:36,DISK2,Informational,Drive Slot / Bay,Asserted,Drive Present
3854,2026-04-20 02:57:36,DISK1,Informational,Drive Slot / Bay,Asserted,Drive Present
3853,2026-04-20 02:57:36,DISK0,Informational,Drive Slot / Bay,Asserted,Drive Present
3852,2026-04-20 02:57:34,DISK1,Informational,Drive Slot / Bay,Asserted,Drive Present
3851,2026-04-20 02:57:34,DISK3,Informational,Drive Slot / Bay,Asserted,Drive Present
3850,2026-04-20 02:57:33,DISK0,Informational,Drive Slot / Bay,Asserted,Drive Present
3849,2026-04-20 02:57:33,DISK2,Informational,Drive Slot / Bay,Asserted,Drive Present
3848,2026-04-20 02:57:26,PS1 Status,Informational,Power Supply,Asserted,Presence detected
3847,2026-04-20 02:57:24,PS3 Status,Informational,Power Supply,Asserted,Presence detected
3846,2026-04-20 02:57:22,PS2 Status,Informational,Power Supply,Asserted,Presence detected
3845,2026-04-20 02:57:19,PS4 Status,Informational,Power Supply,Asserted,Presence detected
3844,2026-04-20 02:57:16,PS5 Status,Informational,Power Supply,Asserted,Presence detected
3843,2026-04-20 02:57:12,PS6 Status,Informational,Power Supply,Asserted,Presence detected
3842,2026-04-20 02:56:41,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3841,2026-04-20 02:56:41,ACPI State,Informational,System ACPI Power State,Asserted,S0/G0: working
3840,2026-04-20 02:56:09,ACPI State,Informational,System ACPI Power State,Asserted,S4/S5: soft-off
3839,2026-04-20 02:50:15,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3838,2026-04-20 02:50:11,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3837,2026-04-20 02:20:44,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3836,2026-04-20 02:20:43,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3835,2026-04-20 02:20:41,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3834,2026-04-20 02:20:40,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3833,2026-04-20 02:20:39,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3832,2026-04-20 02:20:38,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3831,2026-04-20 02:20:37,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3830,2026-04-20 02:20:37,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3829,2026-04-20 02:17:47,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3828,2026-04-20 02:14:07,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3827,2026-04-20 02:14:07,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3826,2026-04-20 02:14:06,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3825,2026-04-20 02:14:06,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3824,2026-04-20 02:14:04,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3823,2026-04-20 02:14:03,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3822,2026-04-20 02:14:00,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3821,2026-04-20 02:13:59,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3820,2026-04-20 02:13:59,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3819,2026-04-20 02:13:58,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3818,2026-04-20 02:13:56,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3817,2026-04-20 02:13:56,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3816,2026-04-20 02:13:56,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3815,2026-04-20 02:13:55,ACPI State,Informational,System ACPI Power State,Asserted,S0/G0: working
3814,2026-04-20 02:12:06,ACPI State,Informational,System ACPI Power State,Asserted,S4/S5: soft-off
3813,2026-04-17 10:11:40,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3812,2026-04-17 10:11:40,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3811,2026-04-17 10:11:40,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3810,2026-04-17 10:11:40,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3809,2026-04-17 10:11:40,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3808,2026-04-17 10:11:40,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3807,2026-04-17 10:11:40,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3806,2026-04-17 10:11:39,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3805,2026-04-17 10:08:47,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3804,2026-04-17 10:03:14,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3803,2026-04-17 10:03:14,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3802,2026-04-17 10:03:13,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3801,2026-04-17 10:03:13,SEL Status,Informational,Event Logging Disabled,Asserted,Log almost full
3800,2026-04-17 10:03:12,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3799,2026-04-17 10:03:11,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3798,2026-04-17 10:03:10,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3797,2026-04-17 10:03:06,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3796,2026-04-17 10:03:04,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3795,2026-04-17 10:03:03,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3794,2026-04-17 10:03:03,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3793,2026-04-17 10:03:02,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3792,2026-04-17 10:03:01,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3791,2026-04-17 10:03:00,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3790,2026-04-17 10:03:00,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3789,2026-04-17 10:02:57,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3788,2026-04-17 10:01:07,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3787,2026-04-17 10:01:07,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3786,2026-04-17 10:01:06,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3785,2026-04-17 10:01:06,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3784,2026-04-17 10:01:06,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3783,2026-04-17 10:01:06,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3782,2026-04-17 10:01:04,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3781,2026-04-17 10:01:02,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3780,2026-04-17 09:58:28,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3779,2026-04-17 09:58:22,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3778,2026-04-17 09:58:21,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3777,2026-04-17 09:58:21,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3776,2026-04-17 09:58:19,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3775,2026-04-17 09:58:19,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3774,2026-04-17 09:58:18,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3773,2026-04-17 09:58:17,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3772,2026-04-17 09:58:12,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3771,2026-04-17 09:53:33,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3770,2026-04-17 09:53:32,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3769,2026-04-17 09:53:32,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3768,2026-04-17 09:53:32,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3767,2026-04-17 09:53:32,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3766,2026-04-17 09:53:32,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3765,2026-04-17 09:53:31,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3764,2026-04-17 09:53:28,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3763,2026-04-17 09:50:56,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3762,2026-04-17 09:50:54,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3761,2026-04-17 09:50:54,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3760,2026-04-17 09:50:49,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3759,2026-04-17 09:50:47,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3758,2026-04-17 09:50:46,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3757,2026-04-17 09:50:45,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3756,2026-04-17 09:50:42,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3755,2026-04-17 09:50:40,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3754,2026-04-17 09:36:43,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3753,2026-04-17 09:36:43,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3752,2026-04-17 09:36:43,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3751,2026-04-17 09:36:43,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3750,2026-04-17 09:36:40,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3749,2026-04-17 09:36:40,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3748,2026-04-17 09:36:39,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3747,2026-04-17 09:36:39,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3746,2026-04-17 09:34:04,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3745,2026-04-17 09:34:04,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3744,2026-04-17 09:34:02,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3743,2026-04-17 09:34:01,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3742,2026-04-17 09:33:58,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3741,2026-04-17 09:33:58,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3740,2026-04-17 09:33:58,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3739,2026-04-17 09:33:57,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3738,2026-04-17 09:33:56,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3737,2026-04-17 09:33:56,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3736,2026-04-17 09:33:49,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3735,2026-04-17 09:20:36,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3734,2026-04-17 09:20:35,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3733,2026-04-17 09:20:33,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3732,2026-04-17 09:20:33,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3731,2026-04-17 09:20:33,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3730,2026-04-17 09:20:33,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3729,2026-04-17 09:20:31,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3728,2026-04-17 09:20:28,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3727,2026-04-17 09:17:58,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3726,2026-04-17 09:17:54,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3725,2026-04-17 09:17:53,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3724,2026-04-17 09:17:51,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3723,2026-04-17 09:17:51,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3722,2026-04-17 09:17:48,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3721,2026-04-17 09:17:47,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3720,2026-04-17 09:17:46,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3719,2026-04-17 09:17:42,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3718,2026-04-17 09:10:13,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3717,2026-04-17 09:10:12,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3716,2026-04-17 09:10:11,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3715,2026-04-17 09:10:10,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3714,2026-04-17 09:10:10,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3713,2026-04-17 09:10:10,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3712,2026-04-17 09:10:08,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3711,2026-04-17 09:10:08,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3710,2026-04-17 09:07:33,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3709,2026-04-17 09:07:31,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3708,2026-04-17 09:07:31,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3707,2026-04-17 09:07:28,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3706,2026-04-17 09:07:28,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3705,2026-04-17 09:07:25,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3704,2026-04-17 09:07:25,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3703,2026-04-17 09:07:24,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3702,2026-04-17 09:07:22,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3701,2026-04-17 09:07:22,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3700,2026-04-17 09:07:19,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3699,2026-04-17 08:52:50,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3698,2026-04-17 08:52:46,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3697,2026-04-17 08:52:46,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3696,2026-04-17 08:52:46,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3695,2026-04-17 08:52:44,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3694,2026-04-17 08:52:43,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3693,2026-04-17 08:52:43,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3692,2026-04-17 08:52:41,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3691,2026-04-17 08:50:10,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3690,2026-04-17 08:50:10,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3689,2026-04-17 08:50:08,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3688,2026-04-17 08:50:08,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3687,2026-04-17 08:50:07,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3686,2026-04-17 08:50:06,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3685,2026-04-17 08:50:04,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3684,2026-04-17 08:50:03,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3683,2026-04-17 08:50:01,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3682,2026-04-17 08:49:59,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3681,2026-04-17 08:49:55,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3680,2026-04-17 08:42:58,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3679,2026-04-17 08:42:56,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3678,2026-04-17 08:42:56,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3677,2026-04-17 08:42:56,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3676,2026-04-17 08:42:56,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3675,2026-04-17 08:42:53,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3674,2026-04-17 08:42:52,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3673,2026-04-17 08:42:52,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3672,2026-04-17 08:40:21,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3671,2026-04-17 08:40:21,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3670,2026-04-17 08:40:19,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3669,2026-04-17 08:40:18,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3668,2026-04-17 08:40:18,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3667,2026-04-17 08:40:16,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3666,2026-04-17 08:40:14,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3665,2026-04-17 08:40:11,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3664,2026-04-17 08:40:11,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3663,2026-04-17 08:40:08,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3662,2026-04-17 08:40:08,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3661,2026-04-17 08:40:08,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3660,2026-04-17 08:40:04,SysRestart,Informational,System Boot Initiated,Asserted,System Restart
3659,2026-04-17 08:33:55,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3658,2026-04-17 08:33:54,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3657,2026-04-17 08:33:53,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3656,2026-04-17 08:33:52,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3655,2026-04-17 08:33:52,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3654,2026-04-17 08:33:52,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3653,2026-04-17 08:33:51,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3652,2026-04-17 08:33:50,Mngmnt Health,Minor,Management Subsys Health,Deasserted,Sensor access degraded or unavailable
3651,2026-04-17 08:31:18,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
3650,2026-04-17 08:31:17,Mngmnt Health,Minor,Management Subsys Health,Asserted,Sensor access degraded or unavailable
