"Bug编号","所属产品","所属模块","所属项目","相关需求","相关任务","Bug标题","关键词","问题等级","优先级","Bug属性","操作系统","系统组件","重现步骤","Bug状态","截止日期","激活次数","是否确认","抄送给","由谁创建","创建日期","影响版本","指派给","指派日期","解决者","解决方案","解决版本","解决日期","由谁关闭","关闭日期","重复ID","相关Bug","相关用例","最后修改者","修改日期","附件"
"3495","超强A940I A2(6U)(#45)","/(#0)","金丝雀项目-920X20 6U AI插卡服务器(#80)","","","[金丝雀-EVT][2switch][BMC-V11.02.01.18] bmc界面未能获得NIC光模块温度数据告警","","严重","较高","必现问题","","","

  需求信息


  
    
      
        需求AR
      
      需求名称
      需求描述
      备注
    
  
  
    
      

      【 bmc界面未能获得NIC光模块温度数据告警】
      机器上电后，BMC界面加载完，出现未能获得NIC光模块温度数据告警
      

    
  


  重现步骤


  
    
      
        序号
      
      步骤
      结果
      期望
    
  
  
    
      #1
      #例：执行动作 + 目标对象
      #例：目标对象 + 结果状态（按实际填写结果）
      #例：目标对象 + 期望状态（针对结果与期望不一致步骤填写期望信息）
    
    
      1
      
        登陆BMC，查看告警
      
      出现未能获得NIC光模块温度数据告警

      获得NIC光模块温度数据，消除告警

    
    
      2
      

      

      

    
    
      3
      

      

      

    
  


  问题定位


  
    
      
        序号
      
      定位
      结果
      备注
    
  
  
    
      #1
      #例：执行动作 + 目标对象 
      #例：目标对象 + 结果状态
      

    
    
      1
      光模块正常识别
      获取不到温度数据
      

    
    
      2
      

      

      

    
  


  相关截图


  
    
      截图1 BMC界面告警截图
    
  
  
    
      <img src=““{14729.png}““ alt=““““ />

    
  
  
    
      截图2 
    
  
  
    
      

    
  
  
    
      截图3 xxx
    
  
  
    
      

    
  


  软件信息


  
    
      
        类别
      
      版本
      发布时间
      备注
    
  
  
    
      OS
      openEuler-22.03-LTS-SP4-aarch64-dvd

      

      

    
    
      BIOS
      6.02.01.05

      

      

    
    
      BMC
      11.02.01.18

      

      

    
    
      MB CPLD

      7.01

      

      

    
    
      FAN CPLD

      
        
          风扇板1 CPLD：0.04；风扇板2 CPLD：0.03
        
      
      

      

    
    
      SwitchBoard CPLD

      0.01
      

      
        

      
    
    
      SAS/SATA CPLD

      0.01
      

      

    
    
      .....
      .....
      
      

    
  



  硬件信息

 

  
    
      类别
      物料号
      批次号
      物料描述
      数量
      备注（*为必填项）
    
  
  
    
      主板L6 BB
      1000011615

      HW00

      SVBB_S920X20_5252Z*2_40C_2.5无背板_支持TEE

      1
      

    
    
      CPU
      1000011615

      HW00

      Kunpeng 920 5252Z

      2
      

    
    
      MEM
      1000010708

      HW02

      D5-5600 64G长鑫

      8
      

    
    
      RAID
      1000009507

      HW00

      SP686C-M-16i

      1
      

    
    
      SATA HDD
      1000007237

       HW09

      硬盘_SV_8000GB_7.2K_3.5_SATA

      2
      

    
    
      PCIe NIC

      1000009517

      HW00

      标准网卡_100G_双口_SP670_PCIe4.0x16_QSFP28无模块

      2
      

    
    
      OCP NIC

      1000007914

      HW00

      SF223D-H灵活网卡25G/10G 双口 _无模块

      2
      

    
    
      PSU

      1000008734

      CC00

      2700W电源模块

      6
      

    
    
      SATA BP

      1000011921

      YJ00

      4x3.5“SAS/SATA硬盘背板

      3
      

    
    
      FAN BP（前）

      1000011920

      YJ00

      前置风扇板

      1
      

    
    
      FAN BP（中）

      1000011970

      YJ00

      中置风扇板

      1
      

    
    
      扩展板

      1000011909

      YJ00

      扩展板

      1
      

    
    
      电源转接板

      1000011908

      YJ00

      电源转接板

      2
      

    
    
      2 switch背板

      1000009661

      JW00

      2 switch背板

      1
      

    
    
      

      

      

      

      

      

    
    
      
      
      
      
      
      

    
  


","激活","0000-00-00","0","否","","刘帛庚","2026-04-13 09:52:44","主干(#trunk)","程晓菊","2026-04-13 09:52:44","","","","0000-00-00 00:00:00","","0000-00-00 00:00:00","0","","","刘帛庚","2026-04-15 09:57:57","",""
"3492","超强A940I A2(6U)(#45)","/(#0)","金丝雀项目-920X20 6U AI插卡服务器(#80)","","","[金丝雀-EVT][2switch][BMC-V11.02.01.14] BMC界面内存无法识别","","致命","紧急","必现问题","","","

  需求信息


  
    
      
        需求AR
      
      需求名称
      需求描述
      备注
    
  
  
    
      

      【BMC界面内存无法识别】
      机器上电后，BMC界面加载完，内存无法正确识别
      

    
  


  重现步骤


  
    
      
        序号
      
      步骤
      结果
      期望
    
  
  
    
      #1
      #例：执行动作 + 目标对象
      #例：目标对象 + 结果状态（按实际填写结果）
      #例：目标对象 + 期望状态（针对结果与期望不一致步骤填写期望信息）
    
    
      1
      登陆BMC，查看内存
      内存无法识别
      内存正常识别
    
    
      2
      

      

      

    
    
      3
      

      

      

    
  


  问题定位


  
    
      
        序号
      
      定位
      结果
      备注
    
  
  
    
      #1
      #例：执行动作 + 目标对象 
      #例：目标对象 + 结果状态
      

    
    
      1
      进入os查看内存信息
      正常识别
      

    
    
      2
      进入bmc查看内存信息
      无法识别
      

    
  


  相关截图


  
    
      截图1 BMC内存无法识别界面
    
  
  
    
      <img src=““{14717.png}““ alt=““““ />

    
  
  
    
      截图2 
    
  
  
    
      

    
  
  
    
      截图3 xxx
    
  
  
    
      

    
  


  

      软件信息
    
    
      
        
          
            类别
          
          版本
          发布时间
          备注
        
      
      
        
          OS
          openEuler-22.03-LTS-SP4-aarch64-dvd

          

          

        
        
          BIOS
          6.02.01.05

          

          

        
        
          BMC
          11.02.01.18

          

          

        
        
          MB CPLD

          7.01

          

          

        
        
          FAN CPLD

          
            
              风扇板1 CPLD：0.04；风扇板2 CPLD：0.03
            
          
          

          

        
        
          SwitchBoard CPLD

          0.01
          

          
            

          
        
        
          SAS/SATA CPLD

          0.01
          

          

        
        
          .....
          .....
          
          

        
      
    
    
    
      硬件信息
    


      
        
          类别
          物料号
          批次号
          物料描述
          数量
          备注（*为必填项）
        
      
      
        
          主板L6 BB
          1000011615

          HW00

          SVBB_S920X20_5252Z*2_40C_2.5无背板_支持TEE

          1
          

        
        
          CPU
          1000011615

          HW00

          Kunpeng 920 5252Z

          2
          

        
        
          MEM
          1000010708

          HW02

          D5-5600 64G长鑫

          8
          

        
        
          RAID
          1000009507

          HW00

          SP686C-M-16i

          1
          

        
        
          SATA HDD
          1000007237

           HW09

          硬盘_SV_8000GB_7.2K_3.5_SATA

          2
          

        
        
          PCIe NIC

          1000009517

          HW00

          标准网卡_100G_双口_SP670_PCIe4.0x16_QSFP28无模块

          2
          

        
        
          OCP NIC

          1000007914

          HW00

          SF223D-H灵活网卡25G/10G 双口 _无模块

          2
          

        
        
          PSU

          1000008734

          CC00

          2700W电源模块

          6
          

        
        
          SATA BP

          1000011921

          YJ00

          4x3.5“SAS/SATA硬盘背板

          3
          

        
        
          FAN BP（前）

          1000011920

          YJ00

          前置风扇板

          1
          

        
        
          FAN BP（中）

          1000011970

          YJ00

          中置风扇板

          1
          

        
        
          扩展板

          1000011909

          YJ00

          扩展板

          1
          

        
        
          电源转接板

          1000011908

          YJ00

          电源转接板

          2
          

        
        
          2 switch背板

          1000009661

          JW00

          2 switch背板

          1
          

        
        
          

          

          

          

          

          

        
      
    



","激活","0000-00-00","0","否","","刘帛庚","2026-04-01 13:39:34","主干(#trunk)","程晓菊","2026-04-01 13:39:34","","","","0000-00-00 00:00:00","","0000-00-00 00:00:00","0","","","刘帛庚","2026-04-13 15:37:06","",""
"3491","超强A940I A2(6U)(#45)","/(#0)","金丝雀项目-920X20 6U AI插卡服务器(#80)","","金丝雀项目EVT测试(90)","[金丝雀-EVT][2Switch][BMC-V11.02.01.14] BMC web页面有两条NVME背板的Cable相关异常告警、确定接线和拓扑图一致、需要BMC侧来定位解决","","致命","紧急","必现问题","其他","BMC","

  需求信息


  
    
      
        需求AR
      
      需求名称
      需求描述
      备注
    
  
  
    
      

      

      

      

    
  


  重现步骤


  
    
      
        序号
      
      步骤
      结果
      期望
    
  
  
    
      #1
      #例：执行动作 + 目标对象 
      #例：目标对象 + 结果状态（按实际填写结果）
      #例：目标对象 + 期望状态（针对结果与期望不一致步骤填写期望信息）
    
    
      1
      登录10.121.176.138bmc_web端查看当前告警

      有2条Cable相关异常告警
      定位告警异常问题并解决消除异常告警
    
    
      2
      

      

      -
    
    
      3
      

      

      

    
  


  问题定位


  
    
      
        序号
      
      定位
      结果
      备注
    
  
  
    
      #1
      #例：执行动作 + 目标对象 
      #例：目标对象 + 结果状态
      

    
    
      1
      
        登录10.121.176.138bmc_web端查看当前告警
      
      有2条Cable相关异常告警、查看是NVME背板相关的线缆告警
      已经同包翔老师确定接线和拓扑图一致（排除接线错误问题）
    
    
      2
      

      

      

    
  


  相关截图


  
    
      截图1 BMC维护诊断有Cable相关异常告警
    
  
  
    
      <img src=““{14713.png}““ alt=““““ />

    
  
  
    
      截图2 
    
  
  
    
      

    
  
  
    
      截图3 xxx
    
  
  
    
      

    
  


  软件信息


  
    
      
        类别
      
      版本
      发布时间
      备注
    
  
  
    
      OS
      当前未安装OS
      

      
    
    
      BIOS
      
        
        6.02.01.04
      
      

      

    
    
      BMC
      11.02.01.14

      

      

    
    
      MB CPLD

      6.12
      

      

    
    
      FAN CPLD

      0.02
      

      

    
    
      SwitchBoard CPLD
      

      

      
        

      
    
    
      NVMe CPLD

      0.01
      

      

    
    
      ……

      ……

      ……

      

    
  



  硬件信息

 



  
    
      类别
      物料号
      批次号
      物料描述
      数量
      备注（* 为必填项）
    
  
  
    
      MB
      000000001000011118
      HW01
      主板 + CPU 920X20_7260Z 64 核 2.6GHz
      1
      

    
    
      CPU
      000000001000011118
      HW01
      主板 + CPU 920X20_7260Z 64 核 2.6GHz
      1
      

    
    
      MEM
      000000001000010708
      HW02
      内存_64G_D5_5600_2Rx4_E
      32
      

    
    
      NVME_U.2
      000000001000010157
      HW00
      华为 ES3500P V6 SSD 1.92T U.2 NVMe
      10
      

    
    
      NVME_U.2
      000000001000010157
      HW00
      华为 ES3500P V6 SSD 1.92T U.2 NVMe
      2
      

    
    
      RAID
      N/A
      N/A
      N/A
      N/A
      

    
    
      NPU

      000000001000009173 

      HW00

      Atlas 300V 24GB 视频解析卡

      10
      

    
    
      IB
      

      

      NV_CX7
      2
      

    
    
      SATA M.2
      N/A
      N/A
      N/A
      N/A
      

    
    
      PCIe NIC
      000000001000007079
      HW00
      1G 4*GE 接口卡
      1
      

    
    
      OCP NIC
      000000001000007277
      QK00
      OCP 25G 双口
      1
      

    
    
      PSU
      000000001000008734
      CC00
      2700W 电源模块
      6
      

    
    
      NVME BP
      

      

      

      3
      

    
    
      M2 BP
      N/A
      N/A
      N/A
      N/A
      

    
    
      FAN BP（前）
      1000011920

      YJ00

      ⻛扇板_BS_12V_5FAN_FAN-0003_ZY

      1
      前置；FAN-0003云聚
    
    
      FAN BP（中）

      1000011970

      YJ00

      ⻛扇板_JSQ_12V_8FAN_FAN-0002_ZY

      1
      中置；FAN-0002云聚
    
    
      电源转接板

      1000011908

      YJ00
      电源分配板_JSQ_12V_3CRPS_PDB-0001_ZY

      2
      PDB-0001云聚

    
    
      扩展板

      1000011909

      YJ00
      扩展板_JSQ_组件管理_EXP-0001_ZY

      1
      EXP-0001云聚

    
    
      2 switch背板

      1000009661

      JW00
      GPU背板_QS_2 PCIe 5.0 Switch_ZY

      1
      青隼
    
  
","激活","0000-00-00","0","否","刘帅","王文超","2026-03-27 13:52:56","主干(#trunk)","程晓菊","2026-03-27 13:52:56","","","","0000-00-00 00:00:00","","0000-00-00 00:00:00","0","","","王文超","2026-03-30 09:33:33","",""
"3488","超强A940I A2(6U)(#45)","/(#0)","金丝雀项目-920X20 6U AI插卡服务器(#80)","","","[金丝雀-EVT][4Switch][BMC-V11.02.01.12] BMC web页面fru信息显示异常","","严重","较高","必现问题","","","

  需求信息


  
    
      
        需求AR
      
      需求名称
      需求描述
      备注
    
  
  
    
      

      【BMC界面fru信息显示异常】
      BMC能正常识别fru信息
      

    
  


  重现步骤


  
    
      
        序号
      
      步骤
      结果
      期望
    
  
  
    
      

      #例：执行动作 + 目标对象 
      #例：目标对象 + 结果状态（按实际填写结果）
      #例：目标对象 + 期望状态（针对结果与期望不一致步骤填写期望信息）
    
    
      1
      进入BMC系统管理的fru信息
      ExpBoard1、DiskBP1等信息显示异常

      fru信息正确显示
    
    
      2
      

      
      

    
    
      3
      

      

      

    
  


  问题定位


  
    
      
        序号
      
      定位
      结果
      备注
    
  
  
    
      #1
      #例：执行动作 + 目标对象 
      #例：目标对象 + 结果状态
      

    
    
      1
      进入BMC系统管理的其他，查看PCIe卡

      数量缺失
      
    
    
      2
      

      

      

    
  


  相关截图


  
    
      截图1 BMC web界面fru信息
    
  
  
    
      <img src=““{14689.png}““ alt=““““ />

    
  
  
    
      截图2
    
  
  
    
      

    
  
  
    
      截图3 xxx
    
  
  
    
      

    
  


  

      软件信息
    
    
      
        
          
            类别
          
          版本
          发布时间
          备注
        
      
      
        
          OS
          openEuler-22.03-LTS-SP4-aarch64-dvd

          

          

        
        
          BIOS
          6.02.01.05

          

          

        
        
          BMC
          11.02.01.18

          

          

        
        
          MB CPLD

          7.01

          

          

        
        
          FAN CPLD

          
            
              风扇板1 CPLD：0.04；风扇板2 CPLD：0.03
            
          
          

          

        
        
          SwitchBoard CPLD

          0.01
          

          
            

          
        
        
          SAS/SATA CPLD

          0.01
          

          

        
        
          .....
          .....
          
          

        
      
    
    
    
      硬件信息
    


      
        
          类别
          物料号
          批次号
          物料描述
          数量
          备注（*为必填项）
        
      
      
        
          主板L6 BB
          1000011615

          HW00

          SVBB_S920X20_5252Z*2_40C_2.5无背板_支持TEE

          1
          

        
        
          CPU
          1000011615

          HW00

          Kunpeng 920 5252Z

          2
          

        
        
          MEM
          1000010708

          HW02

          D5-5600 64G长鑫

          8
          

        
        
          RAID
          1000009507

          HW00

          SP686C-M-16i

          1
          

        
        
          SATA HDD
          1000007237

           HW09

          硬盘_SV_8000GB_7.2K_3.5_SATA

          2
          

        
        
          PCIe NIC

          1000009517

          HW00

          标准网卡_100G_双口_SP670_PCIe4.0x16_QSFP28无模块

          2
          

        
        
          OCP NIC

          1000007914

          HW00

          SF223D-H灵活网卡25G/10G 双口 _无模块

          2
          

        
        
          PSU

          1000008734

          CC00

          2700W电源模块

          6
          

        
        
          SATA BP

          1000011921

          YJ00

          4x3.5“SAS/SATA硬盘背板

          3
          

        
        
          FAN BP（前）

          1000011920

          YJ00

          前置风扇板

          1
          

        
        
          FAN BP（中）

          1000011970

          YJ00

          中置风扇板

          1
          

        
        
          扩展板

          1000011909

          YJ00

          扩展板

          1
          

        
        
          电源转接板

          1000011908

          YJ00

          电源转接板

          2
          

        
        
          2 switch背板

          1000009661

          JW00

          2 switch背板

          1
          

        
        
          

          

          

          

          

          

        
      
    



","激活","0000-00-00","0","否","","刘帛庚","2026-03-18 11:10:14","主干(#trunk)","程晓菊","2026-03-18 11:10:14","","","","0000-00-00 00:00:00","","0000-00-00 00:00:00","0","","","刘帛庚","2026-04-13 15:38:28","",""
"3470","超强A940I A2(6U)(#45)","/(#0)","金丝雀项目-920X20 6U AI插卡服务器(#80)","","金丝雀项目EVT测试(90)"," [金丝雀-EVT][4Switch][BMC-V11.02.01.10][CPLD无法实现在线升级功能]","","严重","较高","必现问题","其他","CPLD","

  需求信息


  
    
      
        需求AR
      
      需求名称
      需求描述
      备注
    
  
  
    
      

      【CPLD无法在线升级】
      目前无法在线升级CPLD版本
      

    
  


  重现步骤


  
    
      
        序号
      
      步骤
      结果
      期望
    
  
  
    
      

      
      #例：目标对象 + 结果状态（按实际填写结果）
      #例：目标对象 + 期望状态（针对结果与期望不一致步骤填写期望信息）
    
    
      1
      通过bmcweb固件升级页面升级cpld
      无法在线升级cpld版本

      请提供cpld版本并且支持在线升级
    
    
      2
      

      

      

    
    
      3
      

      

      

    
  


  问题定位


  
    
      
        序号
      
      定位
      结果
      备注
    
  
  
    
      #1
      

      
      

    
    
      1
      cpld
      不支持在线升级
      
    
    
      2
      未提供cpld版本、硬件或bmc实际告知无法在线升级
      

      

    
  


  相关截图


  
    
      截图1 
    
  
  
    
      

    
  
  
    
      截图2
    
  
  
    
      

    
  
  
    
      截图3 xxx
    
  
  
    
      

    
  


  软件信息


  
    
      
        类别
      
      版本
      发布时间
      备注
    
  
  
    
      OS
      Kylin LinuxAdvanced Server V10 SP3 2403 for ARM

      

      

    
    
      BIOS
      6.02.01.03

      

      

    
    
      BMC
      11.02.01.10

      

      

    
    
      MB CPLD

      0.01
      

      

    
    
      FAN CPLD

      5.02
      

      
        
          风扇板1 组件自描述5.02
        
        
          风扇板2 组件自描述5.02
        



    
    
      CPU板1 CPLD1

      6.12
      

      
        

        
          CPU板1 组件自描述3.37
        
        
          CPU板1 MCU2.03.02
        
        

      
    
    
      
        
          CPU板1 CPLD2
        
      
      6.12
      

      

    
    
      扩展板1 CPLD

      0.01
      

      
        
          扩展板1 组件自描述5.02
        
      
    
    
      
        
          

        
      
      0.1
      

      

    
    
      
        
          硬盘背板1 CPLD
        
        
          
            硬盘背板2 CPLD
          
          
            硬盘背板3 CPLD
          
        
      
      0.1

      

      
        
          硬盘背板1 组件自描述5.01
        
        硬盘背板2 组件自描述5.01
        硬盘背板3 组件自描述5.01
      
    
  



  硬件信息

 

  
    
      类别
      物料号
      批次号
      物料描述
      数量
      备注（*为必填项）
    
  
  
    
      MB
      L6 BB 1000011118

      HW01
      920X20_7260Z 64核 2.6GHz

      1
      *SN：；*Version：
    
    
      CPU
      L6 BB 1000011118
      TYPC
      920X20_7260Z 64核 2.6GHz
      2
      

    
    
      MEM
      1000010322
      HW01
      内存_64G_D5_5600_2Rx4_ER_HW

      32
      *位置：1DPC
    
    
      RAID
      1000006134
      QK00
      LSI 8G SAS12G PCIE4.0x8 16口RAID标卡
      1
      *位置：中置Riser；*FW：5.230.00-3887；*Driver：07.720.04.00
    
    
      SSD
      1000007402
      HW00
      SSD_SV_480GB_2.5_SATA
      10
      *位置：前置硬盘；*FW：

    
    
      SATA M.2

      1000006576

      IN00

      480G SATA M.2 2280 TLC SRV SSD

      2
      *位置：中置M.2转接板；*FW：
    
    
      PCIe NIC

      NA

      NA
      NA

      0
      *位置：NA；*FW：NA；*Driver：NA
    
    
      OCP NIC

      1000007916

      GRT0

      OCP网卡_10G_双口PCIe3x16_无模块

      1
      *位置：OCP1；*FW：；*Driver：

    
    
      PSU
      1000008734

      CC00

      CRPS单模块电源_2700W

      6
      *位置：PSU0/1；*FW：

    
    
      SATA BP
      1000010439

      NA

      前置背板_QS_4x3.5_SAS/SATA_ZY

      1
      *位置：前置；*Version：1.0

    
    
      M2 转接板
      1000009500

      NA

      中置背板_QS_2xM.2_X8 SLIMLINE_ZY

      1
      *位置：中置背板；*Version：2.0

    
    
      Mid Riser
      NA

      NA

      NA

      0
      *位置：；*Version：

    
    
      GPU

      1000011668

      HW00 

      华为A300I A2_64GB_PCIE5x16_350W_FHFLDW

      8
      *位置：switch板；*Version：

    
    
      FAN BP
      NA
      NA

      前置风扇板和中置风扇板

      2
      *位置：前置和中置；*Version：

    
    
      SCM Card

      L6 BB 1000011118

      LD00

      BMC板用同批L6BB机器上的

      1
      *位置：后置；*Version：

    
    
      U.2

      1000009653

      HW04

      SSD_SV_3.2T_2.5_U.2_PCIE4_读混合

      2
      *位置：前置；*Version：

    
  


","激活","0000-00-00","0","否","刘帅","刘帛庚","2026-02-06 17:10:02","主干(#trunk)","王子尧","2026-03-17 16:35:51","","","","0000-00-00 00:00:00","","0000-00-00 00:00:00","0","","","程晓菊","2026-03-17 16:35:51","",""
"3469","超强A940I A2(6U)(#45)","/(#0)","金丝雀项目-920X20 6U AI插卡服务器(#80)","","金丝雀项目EVT测试(90)"," [金丝雀-EVT][0Switch][BMC-V11.02.01.08][CPLD无法实现在线升级功能]","","严重","较高","必现问题","其他","CPLD","

  需求信息


  
    
      
        需求AR
      
      需求名称
      需求描述
      备注
    
  
  
    
      

      【CPLD无法在线升级】
      目前无法在线升级CPLD版本
      

    
  


  重现步骤


  
    
      
        序号
      
      步骤
      结果
      期望
    
  
  
    
      

      
      #例：目标对象 + 结果状态（按实际填写结果）
      #例：目标对象 + 期望状态（针对结果与期望不一致步骤填写期望信息）
    
    
      1
      通过bmcweb固件升级页面升级cpld
      无法在线升级cpld版本

      请提供cpld版本并且支持在线升级、在线降级、同版本升级
    
    
      2
      

      

      提供可以升降机的hpm包验证升降级功能、
    
    
      3
      

      

      

    
  


  问题定位


  
    
      
        序号
      
      定位
      结果
      备注
    
  
  
    
      #1
      

      
      

    
    
      1
      cpld
      不支持在线升级
      
    
    
      2
      未提供cpld版本、硬件或bmc实际告知无法在线升级
      

      

    
  


  相关截图


  
    
      截图1 
    
  
  
    
      

    
  
  
    
      截图2
    
  
  
    
      

    
  
  
    
      截图3 xxx
    
  
  
    
      

    
  


  软件信息


  
    
      
        类别
      
      版本
      发布时间
      备注
    
  
  
    
      OS
      Kylin LinuxAdvanced Server V10 SP3 2403 for ARM

      

      

    
    
      BIOS
      6.02.01.03

      

      

    
    
      BMC
      11.02.01.08

      

      

    
    
      MB CPLD

      0.01
      

      

    
    
      FAN CPLD

      5.02
      

      
        
          风扇板1 组件自描述5.02
        
        
          风扇板2 组件自描述5.02
        



    
    
      CPU板1 CPLD1

      6.12
      

      
        

        
          CPU板1 组件自描述3.37
        
        
          CPU板1 MCU2.03.02
        
        

      
    
    
      
        
          CPU板1 CPLD2
        
      
      6.12
      

      

    
    
      扩展板1 CPLD

      0.01
      

      
        
          扩展板1 组件自描述5.02
        
      
    
    
      
        
          

        
      
      0.1
      

      

    
    
      
        
          硬盘背板1 CPLD
        
        
          
            硬盘背板2 CPLD
          
          
            硬盘背板3 CPLD
          
        
      
      0.1

      

      
        
          硬盘背板1 组件自描述5.01
        
        硬盘背板2 组件自描述5.01
        硬盘背板3 组件自描述5.01
      
    
  



  硬件信息

 

  
    
      类别
      物料号
      批次号
      物料描述
      数量
      备注（*为必填项）
    
  
  
    
      MB
      L6 BB 1000011118

      HW01
      920X20_7260Z 64核 2.6GHz

      1
      *SN：；*Version：
    
    
      CPU
      L6 BB 1000011118
      TYPC
      920X20_7260Z 64核 2.6GHz
      2
      

    
    
      MEM
      1000010322
      HW01
      内存_64G_D5_5600_2Rx4_ER_HW

      32
      *位置：1DPC
    
    
      RAID
      1000006134
      QK00
      LSI 8G SAS12G PCIE4.0x8 16口RAID标卡
      1
      *位置：中置Riser；*FW：5.230.00-3887；*Driver：07.720.04.00
    
    
      SSD
      1000007402
      HW00
      SSD_SV_480GB_2.5_SATA
      10
      *位置：前置硬盘；*FW：

    
    
      SATA M.2

      1000006576

      IN00

      480G SATA M.2 2280 TLC SRV SSD

      2
      *位置：中置M.2转接板；*FW：
    
    
      PCIe NIC

      NA

      NA
      NA

      0
      *位置：NA；*FW：NA；*Driver：NA
    
    
      OCP NIC

      1000007916

      GRT0

      OCP网卡_10G_双口PCIe3x16_无模块

      1
      *位置：OCP1；*FW：；*Driver：

    
    
      PSU
      1000008734

      CC00

      CRPS单模块电源_2700W

      6
      *位置：PSU0/1；*FW：

    
    
      SATA BP
      1000010439

      NA

      前置背板_QS_4x3.5_SAS/SATA_ZY

      1
      *位置：前置；*Version：1.0

    
    
      M2 转接板
      1000009500

      NA

      中置背板_QS_2xM.2_X8 SLIMLINE_ZY

      1
      *位置：中置背板；*Version：2.0

    
    
      Mid Riser
      NA

      NA

      NA

      0
      *位置：；*Version：

    
    
      GPU

      1000011668

      HW00 

      华为A300I A2_64GB_PCIE5x16_350W_FHFLDW

      8
      *位置：switch板；*Version：

    
    
      FAN BP
      NA
      NA

      前置风扇板和中置风扇板

      2
      *位置：前置和中置；*Version：

    
    
      SCM Card

      L6 BB 1000011118

      LD00

      BMC板用同批L6BB机器上的

      1
      *位置：后置；*Version：

    
    
      U.2

      1000009653

      HW04

      SSD_SV_3.2T_2.5_U.2_PCIE4_读混合

      2
      *位置：前置；*Version：

    
  


","激活","0000-00-00","0","否","刘帅","王文超","2026-02-06 15:21:25","主干(#trunk)","王子尧","2026-03-17 16:36:12","","","","0000-00-00 00:00:00","","0000-00-00 00:00:00","0","","","王文超","2026-04-16 11:07:49","",""
