NPU17, AiCoreTemp, HBMTemp, NimBusTemp, ReadingCelsius, VRDChipTemp
2026/04/20 03:09:33, 35, 38, 37, 0, 41
2026/04/20 03:19:33, 36, 39, 37, 0, 41
2026/04/20 03:29:33, 36, 39, 37, 0, 41
2026/04/20 03:39:33, 36, 39, 37, 0, 42
2026/04/20 03:49:34, 36, 39, 37, 0, 42
2026/04/20 03:59:34, 36, 39, 37, 0, 42
2026/04/20 04:09:34, 36, 39, 37, 0, 42
2026/04/20 04:19:34, 36, 39, 37, 0, 41
2026/04/20 04:29:35, 35, 38, 36, 0, 41
2026/04/20 04:39:35, 34, 38, 36, 0, 40
2026/04/20 04:49:35, 35, 38, 36, 0, 40
2026/04/20 04:59:36, 36, 38, 37, 0, 41
2026/04/20 05:09:36, 36, 38, 37, 0, 41
2026/04/20 05:19:36, 36, 39, 37, 0, 41
2026/04/20 05:29:36, 36, 39, 37, 0, 41
2026/04/20 05:39:37, 35, 38, 36, 0, 41
2026/04/20 05:49:37, 35, 38, 36, 0, 41
2026/04/20 05:59:37, 35, 38, 36, 0, 41
2026/04/20 06:09:38, 35, 38, 36, 0, 41
2026/04/20 06:19:38, 35, 38, 37, 0, 41
2026/04/20 06:29:38, 35, 38, 37, 0, 41
2026/04/20 06:39:39, 36, 38, 37, 0, 41
2026/04/20 06:49:39, 36, 38, 37, 0, 41
2026/04/20 06:59:39, 35, 38, 36, 0, 41
2026/04/20 07:09:40, 35, 38, 36, 0, 40
2026/04/20 07:19:40, 34, 38, 36, 0, 40
2026/04/20 07:29:40, 34, 38, 36, 0, 40
2026/04/20 07:39:41, 34, 37, 36, 0, 40
2026/04/20 07:49:41, 34, 38, 36, 0, 40
2026/04/20 07:59:41, 34, 37, 36, 0, 40
2026/04/20 08:09:42, 35, 38, 37, 0, 41
2026/04/20 08:19:42, 36, 38, 37, 0, 41
2026/04/20 08:29:43, 35, 38, 36, 0, 41
2026/04/20 08:39:43, 36, 38, 37, 0, 41
2026/04/20 08:49:43, 36, 38, 37, 0, 41
2026/04/20 08:59:44, 35, 38, 37, 0, 41
2026/04/20 09:09:44, 35, 38, 36, 0, 40
2026/04/20 09:19:44, 34, 38, 36, 0, 40
2026/04/20 09:29:45, 34, 38, 36, 0, 40
2026/04/20 09:39:45, 34, 37, 36, 0, 40
2026/04/20 09:49:45, 35, 38, 36, 0, 40
2026/04/20 09:59:46, 36, 38, 37, 0, 41
2026/04/20 10:09:46, 35, 38, 36, 0, 40
2026/04/20 10:19:46, 35, 38, 36, 0, 40
2026/04/20 10:29:47, 35, 38, 36, 0, 40
2026/04/20 10:39:48, 35, 38, 36, 0, 40
2026/04/20 10:49:48, 35, 38, 36, 0, 41
2026/04/20 10:59:49, 35, 38, 36, 0, 40
2026/04/20 11:09:49, 35, 38, 36, 0, 41
2026/04/20 11:19:50, 35, 38, 36, 0, 41
2026/04/20 11:29:51, 35, 38, 36, 0, 40
2026/04/20 11:39:51, 35, 38, 36, 0, 40
2026/04/20 11:49:52, 35, 38, 36, 0, 40
2026/04/20 11:59:52, 35, 38, 36, 0, 40
2026/04/20 12:09:53, 35, 38, 36, 0, 40
2026/04/20 12:19:54, 35, 38, 36, 0, 41
2026/04/20 12:29:54, 35, 38, 36, 0, 41
2026/04/20 12:39:55, 35, 38, 36, 0, 40
2026/04/20 12:49:55, 35, 38, 36, 0, 40
2026/04/20 12:59:56, 35, 38, 36, 0, 40
2026/04/20 13:09:57, 35, 38, 36, 0, 40
2026/04/20 13:19:57, 35, 38, 36, 0, 40
