Optical Module 0, TemperatureCelsius, ReadingCelsius
2026/03/09 06:47:16, 255, 255
2026/03/09 06:57:16, 65535, 65535
2026/03/09 07:07:16, 255, 255
2026/03/09 07:17:16, 255, 255
2026/03/09 07:27:16, 255, 255
2026/03/09 07:37:17, 255, 255
2026/03/09 07:47:17, 255, 255
2026/03/09 07:57:17, 255, 255
2026/03/09 08:07:17, 255, 255
